Unnamed: 0,城市,职位类型,学历要求 ,岗位名称,地址,薪资,年薪,学历
228,贵阳,薪酬绩效,本科,薪酬绩效专员,0914defec1bbe99f1nx439i4FFFX,6-7K,78000,"['3-5年', '本科']"
229,贵阳,薪酬绩效,中专/中技,餐饮储备店长/干部,f67f35e2fda03d681HVz39W0FFBV,5-6K,66000,"['3-5年', '中专/中技']"
230,贵阳,薪酬绩效,本科,薪酬绩效专员/主管,9723c00d87797fa91HB42Ni0FFBY,5-9K,84000,"['1-3年', '本科']"
231,贵阳,薪酬绩效,本科,绩效考核,f82975b0cc92e7460nB_2d60FlI~,3-4K,42000,"['经验不限', '本科']"
232,贵阳,薪酬绩效,本科,绩效专员,1436c52caf4867d10nB80ti0GFc~,3-8K,66000,"['经验不限', '本科']"
233,贵阳,薪酬绩效,本科,薪酬绩效主管/经理,a408de1b782c69681HJ_3NW8GVFR,6-7K,78000,"['5-10年', '本科']"
234,贵阳,薪酬绩效,大专,高级绩效薪酬专员,d0c6c125d39e4cd21HB70tm_GFZT,5-7K,72000,"['1-3年', '大专']"
235,贵阳,薪酬绩效,本科,薪酬绩效,c6eb5f23b7c0f17e1HB-2ty7EFdT,6-10K,96000,"['1-3年', '本科']"
236,贵阳,猎头顾问,本科,招聘猎手,e8820c436ea927551HB62t-0F1JZ,7-10K·13薪,110500,"['3-5年', '本科']"
237,贵阳,猎头顾问,本科,猎头顾问,1d784e41eef7251f1HB839-6EVJY,5-10K,90000,"['3-5年', '本科']"
238,贵阳,猎头顾问,高中,猎聘专员（周末双休）,fc1f74fd4f7170bb1HB72NS4ElFT,3-4K,42000,"['经验不限', '高中']"
239,贵阳,猎头顾问,学历不限,兼职业务员,c9ce364fa8ea776b1Hd_2d6_GVBT,4000-6000元/月,60000,"['经验不限', '学历不限']"
240,贵阳,猎头顾问,学历不限,建筑猎头,785392589b5bd8f13nF-2tq0FlM~,4-9K,78000,"['经验不限', '学历不限']"
241,贵阳,猎头顾问,学历不限,猎聘专员,b2a7d3ceae352b681XV73927FVVU,3-8K,66000,"['经验不限', '学历不限']"
242,贵阳,猎头顾问,大专,猎头顾问（有销售经验，招聘经验）,23436e59f4ad6bc51HJ929q1ElRU,5-10K,90000,"['1-3年', '大专']"
243,贵阳,行政专员/助理,大专,行政专员/助理/秘书,d878510c6763d6aa1nFy2NS0E1tV,4-9K,78000,"['经验不限', '大专']"
244,贵阳,行政专员/助理,大专,行政/人事专员,c4ad92b955f8df0f1HN53tS7FldY,4-5K,54000,"['1-3年', '大专']"
245,贵阳,行政专员/助理,大专,行政文员,0ad817488421083d1XFz3ty8FVVT,3-5K,48000,"['经验不限', '大专']"
246,贵阳,行政专员/助理,本科,行政实习生,359bcaa863a3466a1H163ti5EVpQ,80-100元/天,22500,"['5天/周', '2个月', '本科']"
247,贵阳,行政专员/助理,学历不限,客服专员（不销售！）,2a19cac9455ddc601HN-09m5FVFV,5-8K,78000,"['1-3年', '学历不限']"
248,贵阳,行政专员/助理,学历不限,文员,a3d43e42f21df2ac1Hd92di-FlpX,3-6K,54000,"['经验不限', '学历不限']"
249,贵阳,行政专员/助理,本科,商务行政助理,db1586b38cd55dcf1HV739m7F1FQ,4-6K·13薪,65000,"['1-3年', '本科']"
250,贵阳,行政专员/助理,大专,行政专员/助理,52c35b229639c46e1HF929m6GVBY,4-5K,54000,"['经验不限', '大专']"
251,贵阳,行政专员/助理,本科,行政人员,c4f40fe568832b1c1XFy09y1GVZS,4-8K,72000,"['1-3年', '本科']"
252,贵阳,行政专员/助理,本科,行政专员,228576ea0bc04b741HJ829q0EFtV,4-6K,60000,"['1-3年', '本科']"
253,贵阳,行政专员/助理,本科,行政专员/助理,cbd2dc4ac08144121HZ93N65FlVY,4-6K,60000,"['1-3年', '本科']"
254,贵阳,行政专员/助理,大专,行政专员,03dd910b40b6a61b1HBy09W4F1ZV,5-6K,66000,"['3-5年', '大专']"
255,贵阳,行政专员/助理,本科,行政,6e6c177e2cde404c1HZ809u7GVJV,4-5K,54000,"['3-5年', '本科']"
256,贵阳,行政专员/助理,学历不限,前台（闲职最后走的关门）,cd7980fa9d1c06241HN52924EVZR,3-5K,48000,"['经验不限', '学历不限']"
257,贵阳,行政专员/助理,大专,行政专员/助理,943e43171bc3c8951Xx529S_GVNT,4-8K,72000,"['1-3年', '大专']"
258,贵阳,行政专员/助理,中专/中技,综合实习生,efb227d23922367c1HN92tu0E1NU,60-80元/天,17500,"['6天/周', '6个月', '中专/中技']"
259,贵阳,行政专员/助理,大专,行政助理,fdd03350d4334e3c1XR72d69E1VX,2-4K,36000,"['经验不限', '大专']"
260,贵阳,行政专员/助理,大专,经理助理4000+包住宿,7800c579f4aaa2341HN62tW7FFZU,4-8K,72000,"['经验不限', '大专']"
261,贵阳,行政专员/助理,大专,数据统计员,077acb4b97432f801HJ53dy4FlRS,3-5K,48000,"['3-5年', '大专']"
262,贵阳,行政专员/助理,学历不限,行政专员/助理/不加班不销售/轻松,4cde9c91b059cbac1Hdy2NW-F1pW,4-6K,60000,"['1-3年', '学历不限']"
263,贵阳,行政专员/助理,大专,行政专员,76c081bba8c071cc1Xx539q1FlZZ,4-7K,66000,"['1-3年', '大专']"
264,贵阳,行政专员/助理,本科,行政专员/助理,e63ff822470caa611H1729-5E1BY,4-6K·14薪,70000,"['经验不限', '本科']"
265,贵阳,行政专员/助理,本科,实习生（党群/人力资源/办公室/）,4f4281ab430a7a341HN70tu8FVFW,100-150元/天,31250,"['5天/周', '3个月', '本科']"
266,贵阳,行政专员/助理,本科,办公室助理,cbfc57e17c6cbf4b1HFz3Nm4F1ZR,4-6K,60000,"['3-5年', '本科']"
267,贵阳,行政专员/助理,大专,综合管理员,cda3ca9ca90652131Xx93d25EFpR,5-7K,72000,"['3-5年', '大专']"
268,贵阳,行政专员/助理,本科,实习律师/律师助理,20ce20abee1a72881HB63du5E1FV,3-4K,42000,"['1年以内', '本科']"
269,贵阳,行政专员/助理,高中,助理/文员,47ea5937cbab38ee1Hdy39--EVRT,3-4K,42000,"['经验不限', '高中']"
270,贵阳,行政专员/助理,大专,办公室文员,db27005e04e832371HN92d6_GVNU,3-6K,54000,"['经验不限', '大专']"
271,贵阳,行政专员/助理,大专,工程项目助理,b97550c923d082f31XN_29i5FFtX,4-5K·13薪,58500,"['1-3年', '大专']"
272,贵阳,行政专员/助理,本科,前台行政/人事助理,7f4322a36278ed751HF_2d-8ElBT,5-8K,78000,"['1-3年', '本科']"
273,贵阳,行政经理/主管,本科,人事行政经理,36f7bb7f5d083a231X1539i6E1BQ,9-12K,126000,"['5-10年', '本科']"
274,贵阳,行政经理/主管,学历不限,行政,9c8c3f93eeb0c18d1XZ72Ny6GFdZ,3-4K,42000,"['经验不限', '学历不限']"
275,贵阳,行政经理/主管,大专,行政经理,f050482198cf06171XJy0ti9E1RZ,4-5K,54000,"['1年以内', '大专']"
276,贵阳,行政经理/主管,本科,行政主管,98e542f54b1d071f1HRy09y5F1BT,3-8K,66000,"['3-5年', '本科']"
277,贵阳,行政经理/主管,学历不限,招聘专员+底薪4K+福利,4c3ea09f62937fca1HB93dy5E1RX,4-5K,54000,"['经验不限', '学历不限']"
278,贵阳,行政经理/主管,大专,后勤,aef51fab7eb15dce1HR63t-0FlNT,3-5K,48000,"['3-5年', '大专']"
279,贵阳,行政经理/主管,本科,行政接待专员,fffb8bcb775244651XJy3dS-GFdS,3-4K,42000,"['3-5年', '本科']"
280,贵阳,行政经理/主管,本科,后勤主管,8e0ca6ace97c85131HZ409y7E1tV,6-8K,84000,"['3-5年', '本科']"
281,贵阳,行政经理/主管,本科,人事行政主管,0bc2c7da3c0e85ac1HB42dW4FlVR,5-8K,78000,"['3-5年', '本科']"
282,贵阳,行政经理/主管,大专,行政经理/主管,306f4d9daef93ea11HZ50t-4FVBR,4-8K,72000,"['经验不限', '大专']"
283,贵阳,行政经理/主管,本科,办公室主任,b834e090cac983a61XNy3N21GVVR,4-5K,54000,"['1-3年', '本科']"
284,贵阳,行政经理/主管,大专,行政主管,82cb3f2f2d5f9f491nF42tS4FFVX,4-6K,60000,"['3-5年', '大专']"
285,贵阳,行政经理/主管,本科,行政主管,d1c9e446b0635bea1nN70966EFJS,5-10K,90000,"['3-5年', '本科']"
286,贵阳,行政经理/主管,本科,办公室主任,b1a4f1dc0e81041f1XR73t2-FVRY,5-10K,90000,"['1-3年', '本科']"
287,贵阳,行政经理/主管,大专,行政经理/主管,50379ae4a96718fb1HRz2NS-EVpS,4-6K,60000,"['1-3年', '大专']"
288,贵阳,行政经理/主管,本科,行政,aa77cac769df659d1X142tq_FFZT,3-7K,60000,"['1-3年', '本科']"
289,贵阳,行政经理/主管,大专,人事经理,37afbbb257f114551Hdy0tm4F1FT,3-5K,48000,"['1-3年', '大专']"
290,贵阳,行政经理/主管,本科,办公室主任,08bea8bd2ec566db1XN439W4E1JR,8-9K,102000,"['10年以上', '本科']"
291,贵阳,行政经理/主管,本科,行政经理,5aee2349d007feec1HJ90928FlZV,10-15K,150000,"['5-10年', '本科']"
292,贵阳,行政经理/主管,大专,行政经理/主管,8b1736f17a0bd34b1HF72N69E1FX,5-7K,72000,"['经验不限', '大专']"
293,贵阳,行政经理/主管,大专,行政办公室主任,b9174d3d77d7fa601Xxz0924EFNS,5-6K,66000,"['1-3年', '大专']"
294,贵阳,行政经理/主管,大专,行政经理,191df6697c0b7f8c1X1z29i9F1BW,4-5K,54000,"['1-3年', '大专']"
295,贵阳,行政经理/主管,本科,办公室副主任,91ba05456fb3117f1nZ-0ti5EVpR,6-7K,78000,"['5-10年', '本科']"
296,贵阳,行政经理/主管,大专,办公室副主任,29b3c346eaeb7e941HN52t2-GVFQ,6-9K,90000,"['1-3年', '大专']"
297,贵阳,行政经理/主管,大专,行政经理,7916f889015ba22a1nx73tW1E1dU,3-5K,48000,"['3-5年', '大专']"
298,贵阳,行政经理/主管,本科,行政主管,b257619267ca03d11XB93t26F1U~,3-5K,48000,"['经验不限', '本科']"
299,贵阳,行政经理/主管,大专,行政人事主管,d9240c3c39a2ca891Xd52N--ElNV,4-6K,60000,"['1-3年', '大专']"
300,贵阳,行政经理/主管,本科,行政经理,0eb9c0fdec848a0c1nVz2ti5ElFT,5-6K,66000,"['3-5年', '本科']"
301,贵阳,行政经理/主管,大专,行政主管,12621805a744c56b1Hd52N26FlpT,4-7K,66000,"['3-5年', '大专']"
302,贵阳,行政经理/主管,大专,行政主管,8b24fdb33355729d1XZ_09S_GFdT,4-8K,72000,"['经验不限', '大专']"
303,贵阳,行政总监,本科,行政人事总经理,fd73ff68abffd4650Xxz2du4FlY~,5-6K,66000,"['3-5年', '本科']"
304,贵阳,行政总监,大专,办公室主任,d470572fc8d0f0b01nN829W7FFBQ,8-13K,126000,"['10年以上', '大专']"
305,贵阳,行政总监,本科,人事行政总监,863343c4c26a79711Xxy2d-_GVNS,6-7K,78000,"['3-5年', '本科']"
306,贵阳,行政总监,学历不限,行政人事专员,fed8c147a279e9eb1HB83d2_ElJX,3-6K,54000,"['经验不限', '学历不限']"
307,贵阳,行政总监,学历不限,行政总监,1e5468397d9dc241031z2ti5EFY~,8-13K,126000,"['3-5年', '学历不限']"
308,贵阳,行政总监,大专,综合管理部总监,a4e119fe14fbc6521HN72NS7GFtT,8-10K,108000,"['3-5年', '大专']"
309,贵阳,行政总监,大专,行政总监/经理,9cd8ccdeec1b40ae0XB63967GFc~,10-15K,150000,"['5-10年', '大专']"
310,贵阳,行政总监,本科,行政总监,0766b5fc936901d31Hd42dW0EFNS,12-13K,150000,"['5-10年', '本科']"
311,贵阳,行政总监,本科,办公室主任,a285cd85e426a1651HB-0t-5GVtQ,10-12K·13薪,143000,"['5-10年', '本科']"
312,贵阳,行政总监,本科,行政总监,c12debb4d63816b01nN73Ni5EVVY,6-11K·13薪,110500,"['1-3年', '本科']"
313,贵阳,行政总监,大专,行政总监,0aff0b1bcbe5e6601HR_2964EFNS,4-6K,60000,"['1-3年', '大专']"
314,贵阳,行政总监,本科,行政总监,8cdb86f726bfc5c51HZ5096_FFdQ,5-6K,66000,"['3-5年', '本科']"
315,贵阳,行政总监,大专,综合办主任,4f2457553bd4147f1HN63tm-FVNV,5-6K,66000,"['1-3年', '大专']"
316,贵阳,行政总监,本科,人事行政总监,48041332d52d1fe91HZ83du4EFdY,7-10K·15薪,127500,"['经验不限', '本科']"
317,贵阳,行政总监,大专,资料部主管,704132e6eba35c851n153t6-F1BW,8-9K,102000,"['3-5年', '大专']"
318,贵阳,行政总监,本科,行政总监,d11002f7189b23aa3nJy2dm_F1Q~,8-9K,102000,"['10年以上', '本科']"
319,贵阳,行政总监,大专,行政总监,b70fbfc2e3ed2d3b03R42Nu7ElI~,3-5K,48000,"['1年以内', '大专']"
320,贵阳,行政总监,本科,总办主任,285ca616f82b44e81XVy2ty_GVtX,20-40K·15薪,450000,"['5-10年', '本科']"
321,贵阳,行政总监,本科,行政人事总监,918c65258ed9c3641XZ4092-EVNW,8-12K,120000,"['5-10年', '本科']"
322,贵阳,行政总监,本科,行政人事总监,899a27bde27d0ef21Hd83dq9GFRS,6-7K,78000,"['3-5年', '本科']"
323,贵阳,行政总监,本科,行政总监,9603dc791d37b7f61HB_3969F1NX,6-8K,84000,"['3-5年', '本科']"
324,贵阳,行政总监,本科,综合部负责人,3461d734ef265ea91HJz2dS6F1tZ,11-17K·14薪,196000,"['5-10年', '本科']"
325,贵阳,行政总监,大专,行政助理,1c23ddbfb887e2201XN639W8E1tR,5-6K,66000,"['1-3年', '大专']"
326,贵阳,行政总监,本科,行政总监,718bc39048701b1c1HF53ty7EFRR,10-15K·13薪,162500,"['5-10年', '本科']"
327,贵阳,行政总监,本科,行政总监,4fd113ccf6390ab01nB53Nq7FlA~,8-10K,108000,"['5-10年', '本科']"
328,贵阳,行政总监,本科,行政总监,719e8bc5cacf83061HV53du8EFJS,5-9K,84000,"['5-10年', '本科']"
329,贵阳,行政总监,本科,行政总监,e2f0dc517c84f9f91nZ_2t-1FVFZ,5-6K,66000,"['3-5年', '本科']"
330,贵阳,行政总监,本科,行政总监,940a323c1c7e7ad91HF72t-8EVVX,4-6K,60000,"['3-5年', '本科']"
331,贵阳,行政总监,本科,行政总监,8a7b88f4388921191Xd52NW9EFdV,10-11K,126000,"['5-10年', '本科']"
332,贵阳,行政总监,本科,行政总监/经理/副总,3768558918cfd4771HN93dy6GVtZ,8-13K,126000,"['5-10年', '本科']"
333,贵阳,前台,大专,前台,b12391c164698a461XNy2t68EltW,4-6K,60000,"['1-3年', '大专']"
334,贵阳,前台,学历不限,前台,153933d3b26f52591HJz2925ElNU,4-5K,54000,"['经验不限', '学历不限']"
335,贵阳,前台,大专,汽修前台接待,09ca9e65f8d7b9201HB-09--EFBU,3-8K,66000,"['3-5年', '大专']"
336,贵阳,前台,大专,前台,8ade2ab0c19687c01nF42d--ElVV,3-8K,66000,"['1-3年', '大专']"
337,贵阳,前台,学历不限,前台文员,459886cce6020a431HZy3ty8EltU,3-8K,66000,"['3-5年', '学历不限']"
338,贵阳,前台,学历不限,前台接待,65bc28b9f12ee46e1Hd92Ni9FVBQ,4-7K,66000,"['经验不限', '学历不限']"
339,贵阳,前台,学历不限,前台谈单手,95b9ca3c6abd7ae71HB_2t25ElRW,5-10K,90000,"['1-3年', '学历不限']"
340,贵阳,前台,大专,前厅接待专员（导医）,44171224082d10a31Hd939S8EFBY,3-4K,42000,"['经验不限', '大专']"
341,贵阳,前台,学历不限,前台,8bc615170e89840e1XVz3Nq0FlpW,3-5K,48000,"['经验不限', '学历不限']"
342,贵阳,前台,大专,行政商务接待,de37ed9481add81b1HZ52NW4FFtV,4-6K,60000,"['经验不限', '大专']"
343,贵阳,前台,中专/中技,会务员(观山湖区金融城,b13ae9b2e481eea11n1509u8GVdR,3-4K,42000,"['经验不限', '中专/中技']"
344,贵阳,前台,学历不限,前台接待员,57ac557dfa28ed931HN92tm_FVpU,3-4K,42000,"['经验不限', '学历不限']"
345,贵阳,前台,大专,行政前台,3798819007b629ae1XF43N61FFJY,4-5K,54000,"['1-3年', '大专']"
346,贵阳,前台,学历不限,来个前台（无责 行政）,450a0033e60876aa1HB72d-8F1tS,3-4K,42000,"['经验不限', '学历不限']"
347,贵阳,前台,初中及以下,前台,7b79df0b5b98ff401X1939u4ElJR,4-5K,54000,"['经验不限', '初中及以下']"
348,贵阳,前台,大专,前台人事文员,5da9b499fbd6235a1XJ43dq4ElFZ,3-5K,48000,"['经验不限', '大专']"
349,贵阳,前台,本科,行政教务前台,585c522712fde6c41Hdz0960F1VZ,3-5K,48000,"['1-3年', '本科']"
350,贵阳,前台,大专,行政前台,00b57a298b2553ac1XNy3dS5GVVW,3-4K,42000,"['1-3年', '大专']"
351,贵阳,前台,大专,前台,c6971cdc65cf588c3n1909S0FFc~,3-5K,48000,"['1-3年', '大专']"
352,贵阳,前台,学历不限,健身房前台,462c1de3f3e2b52a1HV62N-_ElNR,4-8K,72000,"['1年以内', '学历不限']"
353,贵阳,前台,高中,前台接待文员,7db9c671b1e9a6151HJz29m1F1BY,3-6K,54000,"['1年以内', '高中']"
354,贵阳,前台,大专,前台文员,d03e23755ac5743a1HJy2du0EVNU,5-7K,72000,"['经验不限', '大专']"
355,贵阳,前台,学历不限,接待专员,032b911bcd3b167a1HN42926EFJZ,6-11K,102000,"['经验不限', '学历不限']"
356,贵阳,前台,学历不限,来个活泼爱笑的坐我旁边（人事）无责3500,852f31e3e5afafa21HN93921EFJW,3-4K,42000,"['经验不限', '学历不限']"
357,贵阳,前台,大专,前台工作人员,1409b77a177759f81HN629m5GVdW,4-5K,54000,"['1-3年', '大专']"
358,贵阳,前台,大专,前台,532d812321f6a1a91HN-3dy5EVZU,3-4K,42000,"['1-3年', '大专']"
359,贵阳,前台,中专/中技,前台接待,7a3dca41ad8387c933x93dm0ElQ~,3-5K,48000,"['1-3年', '中专/中技']"
360,贵阳,前台,高中,母婴顾问,c856a3ca2c9749eb1HZ50tW_F1VY,8-13K,126000,"['1-3年', '高中']"
361,贵阳,前台,大专,前台,5d91c3102f84ff121HF83tm_ElFT,3-5K,48000,"['经验不限', '大专']"
362,贵阳,前台,学历不限,前厅接待,560bbe3b6b9afedc1HJ429q0ElpY,5-6K,66000,"['经验不限', '学历不限']"
363,贵阳,后勤,大专,后勤客服,dfe207b44e612d0d1HR929u5EFVW,3-5K,48000,"['1-3年', '大专']"
364,贵阳,后勤,中专/中技,后勤,13b087f1dc53c2241nVz0t-8GFtX,4-7K,66000,"['3-5年', '中专/中技']"
365,贵阳,后勤,学历不限,来两个前台（无责 无销售 行政）,b702ba3bda68d1031HJ82tu4EVNW,3-4K,42000,"['经验不限', '学历不限']"
366,贵阳,后勤,大专,后勤,bc0ea0203d4338ce1HJ62ti1EVVZ,3-4K,42000,"['1-3年', '大专']"
367,贵阳,后勤,学历不限,食堂工作人员,ad7d9cd9810af70a1X192d2-FlVZ,3-5K,48000,"['经验不限', '学历不限']"
368,贵阳,后勤,大专,内勤,b49abef2d48efd621HJ42dS-EFVR,4-5K,54000,"['3-5年', '大专']"
369,贵阳,后勤,学历不限,后勤店员,69c0390f0b18a1761XB53NS1EVdZ,4-5K,54000,"['1年以内', '学历不限']"
370,贵阳,后勤,高中,保洁员,9829bdf7d9da12541HN-2dy5FVtY,3-4K,42000,"['1-3年', '高中']"
371,贵阳,后勤,大专,办公室综合内勤,6d2ac12fa5aa2ec31HJ609W4ElFV,5-6K,66000,"['1-3年', '大专']"
372,贵阳,后勤,学历不限,急聘贵安新区学校宿管,854a5e00075891251HN83N-4GVBR,2-3K,30000,"['经验不限', '学历不限']"
373,贵阳,后勤,大专,行政前台,dbe404f1d7593ed21XJz09q9EVtZ,5-8K,78000,"['经验不限', '大专']"
374,贵阳,后勤,大专,后勤主管,9b225b562a8d48d41HN72dm5EVVW,6-9K,90000,"['3-5年', '大专']"
375,贵阳,后勤,学历不限,美食城招聘营业员，可晋升,ae8b3a365ab67aa41HN92NW9GFdY,3-5K,48000,"['1-3年', '学历不限']"
376,贵阳,后勤,大专,秩序主管,01aca6a90c4d47aa1nZy2ty4FFpQ,5-6K,66000,"['3-5年', '大专']"
377,贵阳,后勤,高中,库管,c41e474ea99f710c1HJ829u7FVNV,3-5K,48000,"['经验不限', '高中']"
378,贵阳,后勤,中专/中技,实习生  免费住宿,d6f19a1a26c7647a1HB73tW7F1RR,150-200元/天,43750,"['6天/周', '1个月', '中专/中技']"
379,贵阳,后勤,大专,综合办公室专员,911c33c58864acbe1HJ92t24EVFU,3-4K,42000,"['1-3年', '大专']"
380,贵阳,经理助理,大专,公关助理,62603338aac1c7831HN-0ty_E1VW,6-11K,102000,"['1-3年', '大专']"
381,贵阳,经理助理,本科,大语文助理,5f1ba432b56d4e9e1HV-2dq8FlZS,4-5K,54000,"['1-3年', '本科']"
382,贵阳,经理助理,大专,办公室3000,998343b2c88d34e01HFy3Ny7FFpV,3-6K,54000,"['1年以内', '大专']"
383,贵阳,经理助理,学历不限,总经理助理,04d023d3ebfc963d1HF82tW5F1dS,2-6K,48000,"['经验不限', '学历不限']"
384,贵阳,经理助理,本科,医药学术助理,662ffdeb170693c11HN_3dm5FFZW,10-12K,132000,"['3-5年', '本科']"
385,贵阳,经理助理,大专,储备经理,2131272ee0c976c21HF53NW9GFNW,5-10K,90000,"['经验不限', '大专']"
386,贵阳,经理助理,初中及以下,文员助理,0181f332aeaeffe71Hd939S_E1BT,3-4K,42000,"['经验不限', '初中及以下']"
387,贵阳,经理助理,本科,总监助理,9e3a279aa54503061HZ509i4FFtW,4-6K,60000,"['经验不限', '本科']"
388,贵阳,经理助理,本科,总经理助理/秘书,2d880c0307bfd5681HB93dy4F1tQ,5-10K,90000,"['经验不限', '本科']"
389,贵阳,经理助理,本科,副总经理助理/秘书,fa2691476efa56a41Hdz09m_FlpQ,5-8K,78000,"['3-5年', '本科']"
390,贵阳,经理助理,本科,金融管培生,9a729c88543684601HJy0tm9GVZX,5-6K·14薪,77000,"['在校/应届', '本科']"
391,贵阳,经理助理,本科,总经理助理,47fe1640ba7764511HN52t-6E1tU,4-8K·13薪,78000,"['1-3年', '本科']"
392,贵阳,经理助理,大专,文秘,d49a67f5bb5a0ab11nN-3tu1EVRX,4-6K,60000,"['3-5年', '大专']"
393,贵阳,经理助理,本科,经理助理,855f140ad7aa923c1HN43dW-ElVY,4-9K,78000,"['经验不限', '本科']"
394,贵阳,经理助理,中专/中技,总经理助理,4825d9d92f6226011X1-0tW7ElZY,4-5K,54000,"['经验不限', '中专/中技']"
395,贵阳,经理助理,大专,经理助理4000+包住宿,689cda5401cacc181X142du7FVNX,4-6K,60000,"['经验不限', '大专']"
396,贵阳,经理助理,本科,助理,62d379d8d0aab66b1XZz2964EFVS,6-11K·13薪,110500,"['经验不限', '本科']"
397,贵阳,经理助理,大专,秘书,70ff5e019cab69101Xd-0t-6E1ZR,3-4K,42000,"['经验不限', '大专']"
398,贵阳,经理助理,大专,总监助理,c2a73871891e8d991XVz29y6EVFV,5-8K,78000,"['3-5年', '大专']"
399,贵阳,经理助理,学历不限,高薪+晋升诚聘实习生,1ccf623d100861b81Hd_2tW4EVRQ,5-6K,66000,"['经验不限', '学历不限']"
400,贵阳,经理助理,本科,总监助理,ad9e50b28cab13b51HF53d6_EFRY,4-8K,72000,"['3-5年', '本科']"
401,贵阳,文员,学历不限,助理/文员,97d88a1cb79372ae1Hdz2Ni4GVtX,3-8K,66000,"['经验不限', '学历不限']"
402,贵阳,文员,中专/中技,双休文员+带薪休假+无责底薪,b6de0ef575da75121HB-3Nu0F1VX,5-8K,78000,"['经验不限', '中专/中技']"
403,贵阳,文员,大专,文员助理,89f0d38dc25948141HV-3ti4E1FW,3-5K,48000,"['1年以内', '大专']"
404,贵阳,文员,大专,文员,51a5fe9f8159eff91HB_3d-1FlJX,3-5K,48000,"['3-5年', '大专']"
405,贵阳,文员,高中,文员,255409cba2cf6aef1HJy2t-_F1JU,4-5K,54000,"['1-3年', '高中']"
406,贵阳,文员,大专,文员商务,9e1a853b7679009a1HN92Ni8FVVY,4-7K,66000,"['1-3年', '大专']"
407,贵阳,文员,学历不限,核单专员,88e7283ab0ded0661HV42Nu1GVNY,5-10K,90000,"['经验不限', '学历不限']"
408,贵阳,文员,学历不限,后勤文员   无责底薪+住宿,98c4445e0e1e31af1HJz2t-0GVRZ,3-4K,42000,"['1年以内', '学历不限']"
409,贵阳,文员,学历不限,核单文员,50269d3ddca5f9231HF62dW6FlRR,3-8K,66000,"['经验不限', '学历不限']"
410,贵阳,文员,学历不限,银行坐班电话文员接受无经验/薪资4000-8000,acefdc60c02780371HJ72tm9GFZU,4-8K,72000,"['经验不限', '学历不限']"
411,贵阳,文员,本科,文员,b16d1fda7b52c74e1HF_2Ni-FVZX,3-4K,42000,"['3-5年', '本科']"
412,贵阳,文员,学历不限,跟单文员,6678a2afc21b30cf1HV-3960E1ZX,5-8K,78000,"['经验不限', '学历不限']"
413,贵阳,文员,大专,文员,712c5a829070232c1Hd90ty4FVJW,3-5K,48000,"['3-5年', '大专']"
414,贵阳,文员,大专,内勤文员+包吃住,7010ac4c9877c1a01HN939S7F1JT,3-5K,48000,"['经验不限', '大专']"
415,贵阳,文员,学历不限,办公室文员5k+五险,0956f32154dbdee41Hdy39u9ElBX,2-4K,36000,"['经验不限', '学历不限']"
416,贵阳,文员,大专,文员助理,58bc286c7e358be81HBz3N27FldZ,2-3K,30000,"['3-5年', '大专']"
417,贵阳,文员,学历不限,超市录单员,ac47b3c54d3b632d1HF53tu-ElJU,3-4K,42000,"['经验不限', '学历不限']"
418,贵阳,文员,学历不限,办公室文员,77d0a80bc66a48e31HB439m_GFpT,3-5K,48000,"['经验不限', '学历不限']"
419,贵阳,文员,中专/中技,标书制作员,b9ebc886d93019201HF_0t-9GFNW,4-8K,72000,"['1-3年', '中专/中技']"
420,贵阳,文员,本科,文员,b72589f850651bda1HN72d29GVJR,3-5K,48000,"['经验不限', '本科']"
421,贵阳,文员,学历不限,办公室文员（周末双休）,3e9df70bd3a62b201HN_3t29FFdX,4-5K,54000,"['经验不限', '学历不限']"
422,贵阳,文员,大专,行政文员/助理,728cab100f9686d51HN80929GFNT,4-5K,54000,"['经验不限', '大专']"
423,贵阳,文员,学历不限,物流办公室文员（不外出+接受小白）,3d934d6b8ff8a7f11HN80t-4GVNR,3-7K,60000,"['经验不限', '学历不限']"
424,贵阳,文员,本科,办公室文员 英语四级以上,2afd8d3ec5897f4d1Hdz09i_EFtZ,4-7K,66000,"['1年以内', '本科']"
425,贵阳,文员,大专,文员,04ba7eea85cb90d41HJ839W0FFpZ,2-5K,42000,"['在校/应届', '大专']"
426,贵阳,文员,学历不限,行政助理,c2b38f26e2e4ee5b1HB43dq-EFZY,3-5K,48000,"['经验不限', '学历不限']"
427,贵阳,文员,学历不限,办公室坐席文员+月休8+提供住宿+五险,e4412015170008dd1Xx_2NS4FlBU,4-8K,72000,"['1年以内', '学历不限']"
428,贵阳,文员,大专,市场内勤文员,ad53860051c0acbc1XN_3du9EVdT,3-5K,48000,"['1-3年', '大专']"
429,贵阳,文员,大专,文员,86b03d6c6e8dd0651HJ529y1GVZV,4-5K,54000,"['1-3年', '大专']"
430,贵阳,文员,学历不限,售后文员,69ccc88915c2c9ae1HN_2dy0GFJR,3-8K,66000,"['经验不限', '学历不限']"
431,贵阳,企业党建,本科,党建专员,03764a03c2d302f81Xd72t64EFRW,4-6K,60000,"['3-5年', '本科']"
432,贵阳,企业党建,本科,组织干事,290560f57beaabd81HB42N-_EVpY,5-6K,66000,"['经验不限', '本科']"
433,贵阳,企业党建,大专,党群专员,6051b2e1999d05bc1XRz3dm6GFpV,4-6K,60000,"['1-3年', '大专']"
