Unnamed: 0,城市,职位类型,学历要求,岗位名称,地址,薪资,年薪,经验不限,,
152,长沙,.NET,本科,.NET开发工程师,3023ea50a6ea34fd1Xd809y0FlpQ,14-20K,204000,5-10年,,
153,长沙,.NET,本科,.net开发工程师,487db23627b088471HF_3dm0ElRX,12-15K,162000,5-10年,,
154,长沙,.NET,大专,. net工程师,f2a55350631cc5f01n1y09S4FlFR,5-10K·13薪,97500,1-3年,,
155,长沙,.NET,本科,.net 软件开发工程师,f2c93dc7b6462f881HJ70t-0EVtQ,7-12K,114000,3-5年,,
156,长沙,.NET,本科,.NET开发工程师,a2b9b7eb3e85fad81HN809y4F1ZR,6-10K,96000,3-5年,,
157,长沙,.NET,本科,.NET,9c2263e648c18eec1XV92Nm4FFpW,8-13K,126000,5-10年,,
158,长沙,.NET,大专,.NET,2f01b2cdad364a231HF82tq8F1A~,7-10K·15薪,127500,3-5年,,
159,长沙,.NET,本科,.NET高级开发工程师,9d2f8910479e298b1XR-39y8FVtU,10-15K·13薪,162500,3-5年,,
160,长沙,.NET,本科,.net软件开发工程师,2bf4f9f13d1c09221nd60t24F1ZX,6-10K,96000,1-3年,,
161,长沙,.NET,学历不限,初级net开发工程师,71b28e68e43f147f1Xd53Ny9FlNV,5-6K,66000,1-3年,,
162,长沙,.NET,本科,.NET,f9ed1fe38dfedd6f1XF609m7F1JZ,10-14K·14薪,168000,1-3年,,
163,长沙,.NET,大专,软件工程师,dae8278e2c3ff5b91X1-2tm9F1ZZ,11-18K,174000,5-10年,,
164,长沙,.NET,大专,.net（.netcore）开发实习生,9f78188550fe751d1XN70tW_FFVS,100-150元/天,31250,5天/周,, '大专']
165,长沙,.NET,大专,.net初级程序员,98899ea40c70f0af1Xd529W9FFRT,6-7K,78000,1-3年,,
166,长沙,.NET,学历不限,.NET C#软件高级开发工程师,2c92be2fa320ffd91Xd429y-EVs~,5-8K,78000,3-5年,,
167,长沙,.NET,本科,net高级工程师,2a9715fbd36ead561HJ_2N-4EFJR,7-10K,102000,1-3年,,
168,长沙,.NET,本科,软件工程师,90fed0a3f19c18071Hdy396-E1RS,10-15K·13薪,162500,3-5年,,
169,长沙,.NET,大专,高级.net开发工程师,a3f77d8328d66af11XJ73NW7FVtW,10-15K,150000,5-10年,,
170,长沙,.NET,本科,.NET,8c538bdff2426bbb0Xx82dW4E1M~,8-10K·13薪,117000,1-3年,,
171,长沙,.NET,大专,.NET,7cf54d9ad484a5a71XRy2ty4E1E~,5-9K,84000,1-3年,,
172,长沙,.NET,本科,ERP技术开发,0047210762dafd341HF83Ny7GFFU,9-14K,138000,1-3年,,
173,长沙,.NET,大专,.net开发（致新）,5bb2266052b2a26c1Xx93d61EVBQ,9-13K·13薪,143000,3-5年,,
174,长沙,.NET,大专,.NET C#后端开发工程师,5d28265eab2fb81b1HB809y6FFJX,5-10K,90000,1-3年,,
175,长沙,.NET,大专,.NET高级开发工程师 周末双休+五险一金,1a1f1eae133078da1nR_0t-1EFRZ,10-15K,150000,5-10年,,
176,长沙,.NET,本科,软件开发工程师,2712a502734625751XV92tu1E1pW,5-10K·13薪,97500,1-3年,,
177,长沙,.NET,大专,.net软件开发工程师,0e109491c31fe0dc1HF52Ni_FlRV,5-7K,72000,1-3年,,
178,长沙,.NET,大专,软件开发工程师,0dd2eb61812a47ae1HB70964F1tV,7-9K·13薪,104000,1-3年,,
179,长沙,.NET,大专,.NET/C# 高级软件工程师（客户端方向）,b271a34a3efeb84c1XJ_2dW6ElVT,11-20K,186000,3-5年,,
180,长沙,Golang,大专,Golang,b77586d1805c786f1Xx-0t25E1tZ,2-4K·13薪,39000,经验不限,,
181,长沙,Golang,本科,go,f3badc13383067a41XFz3Nu9EFZY,7-12K,114000,1-3年,,
182,长沙,Golang,大专,后端开发GO,37c69188a8dc27d91H162Nm5GFVU,9-11K,120000,1-3年,,
183,长沙,Golang,本科,Golang,bf17d4a9180ebd041HB-3Nq4FVVR,15-30K,270000,3-5年,,
184,长沙,Golang,本科,Golang 高级程序员,810b8f620d0a50a41XB43NS0GFQ~,12-18K,180000,3-5年,,
185,长沙,Golang,本科,golang后端工程师,6e8f5586fea25a401HJ62960FlRQ,10-15K·13薪,162500,1-3年,,
186,长沙,Golang,本科,Golang,ee1c3b99344672ed1HV42Ny4E1BV,18-25K·14薪,301000,5-10年,,
187,长沙,Golang,本科,后端开发工程师（Golang）,891311d8d7e31f9e1HJy0tm4ElVY,7-12K,114000,经验不限,,
188,长沙,Golang,本科,后端开发工程师,bb7fc7791e827ccc1HF4396_FlJW,17-24K·14薪,287000,5-10年,,
189,长沙,Golang,大专,golang开发工程师（五险一金和+双休）,602fd0a99dea2ff31Hdy2dW9EFFZ,13-16K,174000,3-5年,,
190,长沙,Golang,本科,【长沙效率工程】Golang开发工程师,954222081ec85bee1HNz0ti7EFBR,20-40K·14薪,420000,3-5年,,
191,长沙,Golang,本科,腾讯医疗后台开发（CSIG全资子公司）,03a23981bd2c691b1nF_3t-1F1tV,12-20K,192000,3-5年,,
192,长沙,Golang,本科,golang开发,a51c431721691f911HN-3Ny6EVdS,15-30K·14薪,315000,经验不限,,
193,长沙,Golang,本科,Go语言5GC核心网协议栈开发工程师,4ef09e667cee32cf1XV_2dm_FVNS,9-14K·13薪,149500,1-3年,,
194,长沙,Golang,大专,Golang开发工程师,88f5ce62206c39a733N-2NS0FlY~,15-20K,210000,1-3年,,
195,长沙,Golang,本科,Golang,adeb96eeaafd2fd81HJ43dy1FFBV,29-30K,354000,3-5年,,
196,长沙,Golang,大专,云原生开发工程师,2bb7f777b03e1f851HF72926FFRU,12-15K·14薪,189000,3-5年,,
197,长沙,Golang,硕士,研发工程师,b1d3ee0a3018aa5b1nN63NW1FVNZ,10-15K,150000,经验不限,,
198,长沙,Golang,大专,GO语言开发工程师,1ca2caba4722e19f1XZy396_GVpX,15-20K·14薪,245000,1-3年,,
199,长沙,Golang,大专,golang服务器开发工程师,511f8dac0f534c811HJ83ti7GVRY,10-13K,138000,3-5年,,
200,长沙,Golang,本科,高级后端开发工程师（Golang） (MJ002757),6c72ff66f8f28ad71HF83tS4FlBT,35-45K·15薪,600000,5-10年,,
201,长沙,Golang,本科,Golang,85bb7b7e0a5d9e441HB62di4FlJU,12-15K,162000,3-5年,,
202,长沙,Golang,本科,游戏服务器开发工程师,e9c651d90598d9651XF_3ti0EFZY,10-15K,150000,3-5年,,
203,长沙,Golang,本科,服务器后端主程（双休）,26ed9dbad4609bb81HB43tW7EVRX,20-40K·13薪,390000,3-5年,,
204,长沙,Golang,本科,Golang,b81ed775a1c7185c1HB_2t28GFdT,15-20K,210000,经验不限,,
205,长沙,Golang,本科,交通后台研发工程师,80aa5a9aabd648c81nF93NS-EFJW,12-20K·16薪,256000,3-5年,,
206,长沙,Golang,本科,go开发工程师,d1779befb7f331171XF629m_GVtQ,15-22K·16薪,296000,3-5年,,
207,长沙,Golang,本科,Golang开发工程师（DeFi）-长沙,da6566f5003fdfc71HJ929S9FVdT,12-22K·16薪,272000,在校/应届,,
208,长沙,Golang,本科,腾讯云网关控制器研发工程师(云智长沙),7c739e70a13e0d551HN-39i5FlFR,14-24K·14薪,266000,3-5年,,
209,长沙,Golang,学历不限,高端技术职位,2edc867c36cb4a811XZ-3tq9EFRW,30-60K,540000,经验不限,,
210,长沙,Node.js,大专,Node.js,94ebbf51ff9117ba1HB929-8F1pX,8-13K,126000,1-3年,,
211,长沙,Node.js,本科,Node.js后端开发工程师,520fb03175ed45391HJy2dS_F1JT,10-15K,150000,5-10年,,
212,长沙,Node.js,大专,高级客户端工程师node.js(electron),6a3125a67d57403d1XFz2N60FlFT,10-12K,132000,1-3年,,
213,长沙,Node.js,本科,后台开发工程师-双休不加班-年薪20-30万,797723e78ae9cc471nx_39y8EVBR,15-28K·16薪,344000,3-5年,,
214,长沙,Node.js,本科,Node.js 开发工程师长沙,a07a58875465b03b1HF42Nq_F1RS,7-12K,114000,1-3年,,
215,长沙,Node.js,本科,javascript工程师,ddfac23ed14e50b91HN62dq_EVJY,6-10K,96000,1-3年,,
216,长沙,Node.js,大专,node.js后端开发工程师,52039faea19abc1d1XR72t-7GVQ~,8-12K,120000,1-3年,,
217,长沙,Node.js,本科,Node.js后端开发工程师,65da8711cd1d432c1XVy3NW8FlBS,11-15K,156000,1-3年,,
218,长沙,Node.js,大专,node.js高级开发工程师,f2b4c122ff3ea1ab1HV_0929FVpZ,12-18K,180000,3-5年,,
219,长沙,Node.js,大专,Node.js,aaf74b8cc7f6622a1HJ529-5FlZT,300-350元/时,650000,1-3年,,
220,长沙,Node.js,大专,服务端研发工程师,9c6ed9d2b0d65f821Hd42d-4EVJQ,12-20K,192000,5-10年,,
221,长沙,Node.js,学历不限,高级node.js开发工程师,5d31cd2687ebe0301XB92Ni8GFVV,10-11K,126000,1-3年,,
222,长沙,Node.js,本科,Node.js全栈工程师,e03d0a636ddd1b5d1Hdy3di_FFZR,9-13K,132000,1-3年,,
223,长沙,Node.js,本科,nodejs高级工程师,0fd0db897724cfcc1HZ82927E1FW,8-9K,102000,1-3年,,
224,长沙,Node.js,学历不限,急聘游戏开发工程师,76e11c8f3cf9e1760nd72Nu1EVU~,10-15K,150000,3-5年,,
225,长沙,Node.js,本科,Node.js开发工程师,1adf8e4eaa6f3afc1HJ93tW5GFdT,12-18K,180000,1-3年,,
226,长沙,Node.js,大专,高级后端开发工程师,c94822d978ecf07b1XJ_2Nu4FFtV,8-13K,126000,3-5年,,
227,长沙,Node.js,学历不限,nodejs后端开发,636baf571da727951nx42925EFRZ,8-13K,126000,1-3年,,
228,长沙,Node.js,大专,Node.js开发工程师,fd6ed72fe5c6fbf10HR_29m_E1s~,6-10K,96000,1-3年,,
229,长沙,Node.js,大专,nodejs开发工程师,4178bd3d3453fb941X1y2928EltU,7-10K,102000,1-3年,,
230,长沙,Node.js,大专,Node.js,a865956a319de0d51HV639m0GVdZ,4-8K,72000,3-5年,,
231,长沙,Node.js,中专/中技,Node.js,e7a77023728969fc1Xx73964GFpU,10-15K,150000,1-3年,,
232,长沙,Node.js,本科,Node.js开发工程师,407b068638718f331HB-29m9EVZQ,8-13K,126000,1-3年,,
233,长沙,Node.js,本科,棋牌游戏服务端主程,47183177c0f375681HRz2Ni5FlM~,15-24K·13薪,253500,3-5年,,
234,长沙,Node.js,本科,高级nodejs开发工程师,48845f1cda619acf1HVy3N65E1RW,11-15K·13薪,169000,3-5年,,
235,长沙,Node.js,本科,node.js中级开发工程师,f9d5429467ea60641HF63Nq0EVdW,8-12K·13薪,130000,3-5年,,
236,长沙,Node.js,学历不限,游戏后端开发工程师（服务端）,21eae8ee81db1f411n173dm7E1RZ,11-22K,198000,5-10年,,
237,长沙,Node.js,本科,node.js高级开发工程师,f257f564bcbcf25c1XJ72tq8FlJW,12-18K,180000,3-5年,,
238,长沙,Node.js,本科,运维开发工程师,77c83800448805281HB90tS4FlVY,600-4000元/周,119600,经验不限,,
239,长沙,Node.js,大专,后端程序员,d3734d4f8972e3331X142N--EVE~,8-10K,108000,1-3年,,
240,长沙,语音/视频/图形开发,本科,音视频接口研发工程师,08abd017a579a94a1Hd53d2-EVNS,9-14K·13薪,149500,3-5年,,
241,长沙,语音/视频/图形开发,本科,渲染引擎工程师,ad3d6f8e31599ade1HB92tq4EVtT,20-30K,300000,经验不限,,
242,长沙,语音/视频/图形开发,大专,ai训练师,a4e77e36912883971HBz39y4F1BW,7-12K,114000,经验不限,,
243,长沙,语音/视频/图形开发,大专,音视频流媒体开发工程师,5893000acc2a1c5f1HJ62966EVdW,450-500元/时,950000,3-5年,,
244,长沙,语音/视频/图形开发,本科,高级渲染算法工程师,b1ce218b40fac1ab1HN72Nm0E1NR,35-65K,600000,3-5年,,
245,长沙,语音/视频/图形开发,本科,高级图形开发工程师,f75d397f777ba6751n1-2NW7F1FW,15-30K,270000,3-5年,,
246,长沙,语音/视频/图形开发,本科,3d引擎开发工程师,edeb6161fa6714781Hd60t-1E1dT,15-22K·13薪,240500,5-10年,,
247,长沙,语音/视频/图形开发,本科,视频处理工程师,6204231dc908a1af1nxy0tm-EVFW,12-24K·14薪,252000,1-3年,,
248,长沙,语音/视频/图形开发,学历不限,Web 开发工程师,405d2880d461b3f91HJ50tu4EVM~,15-20K,210000,经验不限,,
249,长沙,语音/视频/图形开发,本科,高级音视频研发工程师,dadb17b6b72a89a31HR_2tu9ElRT,20-35K,330000,3-5年,,
250,长沙,语音/视频/图形开发,本科,ISP算法工程师,05536a5bbb0ad4c91n162d-7F1dT,12-17K,174000,5-10年,,
251,长沙,语音/视频/图形开发,本科,GPU高级工程师,22fb5a3f6b589f8a1XZz2Ny9GFVZ,20-25K·15薪,337500,3-5年,,
252,长沙,语音/视频/图形开发,本科,UE4开发工程师,80b4a2f364a4041f1nZ52tW9FFtQ,11-20K·13薪,201500,1-3年,,
253,长沙,语音/视频/图形开发,本科,图形2D引擎开发工程师,6253745197908f761HF92t2-EltQ,16-30K·16薪,368000,经验不限,,
254,长沙,语音/视频/图形开发,本科,遥感算法工程师,ec6224e3fe850f5f1HN72NS7FVpZ,10-15K·15薪,187500,1-3年,,
255,长沙,语音/视频/图形开发,本科,高级音视频开发工程师,b8b5826fd691f9a71HZ43Ni9GVdX,12-20K·13薪,208000,3-5年,,
256,长沙,语音/视频/图形开发,本科,webgl高级开发工程师,2a3ba1956ff0d5e51HF409i0FFFV,10-15K,150000,1年以内,,
257,长沙,语音/视频/图形开发,本科,渲染引擎开发工程师,5aec592e9da0c5941HJ92tu9FVVQ,12-24K,216000,1年以内,,
258,长沙,语音/视频/图形开发,本科,音视频实时通信开发工程师,a4eecebed4de5cc91HR-392_FFtT,12-18K,180000,3-5年,,
259,长沙,语音/视频/图形开发,大专,语音/视频/图形开发,5c266630e88caa6a1XZ40924EFVR,15-28K,258000,3-5年,,
260,长沙,语音/视频/图形开发,硕士,视频编解码工程师,0dda5570678f96571HZ72961E1dY,15-25K·14薪,280000,经验不限,,
261,长沙,语音/视频/图形开发,大专,高级音视频开发工程师,104a60492f8d98991HN43NW4FVdS,20-25K·14薪,315000,3-5年,,
262,长沙,语音/视频/图形开发,本科,物流仿真工程师（软件开发类）,256664438a854d6a0Xx_29i_FlM~,10-15K,150000,3-5年,,
263,长沙,语音/视频/图形开发,大专,qt开发工程师（双休-五险一金）,6fc3b392f12413e51HN_2d68EVZY,12-18K,180000,3-5年,,
264,长沙,语音/视频/图形开发,本科,语音/视频/图形开发,ea071056dc4cf9201HB43dq-FVJV,100-400元/天,62500,1-3年,,
265,长沙,语音/视频/图形开发,本科,多模态人机交互工程师,49875f84e00510351XNy3N-4GFpW,15-20K·15薪,262500,5-10年,,
266,长沙,语音/视频/图形开发,本科,音视频流媒体开发工程师,b17c0942f1652a931HN439m7ElJV,15-25K,240000,3-5年,,
267,长沙,语音/视频/图形开发,本科,VOIP开发高级工程师,754f9a9bb34ffe941nxz2du_F1tQ,10-15K,150000,5-10年,,
268,长沙,语音/视频/图形开发,本科,WebRTC开发工程师,cc476ace70d0a6031nZ53NS9EVNQ,9-14K·14薪,161000,3-5年,,
269,长沙,语音/视频/图形开发,本科,算法工程师,e5fad914310a8af01HB409u5EVpQ,15-30K,270000,1-3年,,
270,长沙,GIS工程师,大专,gis开发工程师,5303835129cb1d731HJy09u6E1JX,8-12K,120000,3-5年,,
271,长沙,GIS工程师,本科,GIS高级开发工程师（入职五险一金+双休）,9eede90adc3136b11HJy3ty8ElJS,12-20K,192000,3-5年,,
272,长沙,GIS工程师,本科,软件工程师（GIS）,aaac3a389630bb223nZ82d61FlI~,8-13K,126000,1-3年,,
273,长沙,GIS工程师,博士,遥感工程师,be8e0d16cbf33b491XF-09u1GVNX,15-20K,210000,1-3年,,
274,长沙,GIS工程师,本科,gis开发工程师,c5b479ccc65161421HJy3ti4GFNX,7-12K,114000,经验不限,,
275,长沙,GIS工程师,本科,WebGIS开发工程师,8c7e6772b201b57d1nJ90tS0EVtT,7-12K·13薪,123500,1-3年,,
276,长沙,GIS工程师,本科,gis平台开发,5d079d6f633c8bab1HN939-_FlFR,12-20K·13薪,208000,3-5年,,
277,长沙,GIS工程师,本科,内业负责人,5c6b754f1f38739c1nx52di_EVFY,5-7K,72000,1-3年,,
278,长沙,GIS工程师,大专,地理信息,7fd834726c1562611nZ62NS7GFBQ,4-6K,60000,1-3年,,
279,长沙,GIS工程师,硕士,遥感应用研究工程师,32218853b0ad00eb1XN-2du-FlBR,8-12K,120000,1-3年,,
280,长沙,GIS工程师,本科,gis工程师,d12a663bd3d3885a1X152NS8ElFW,10-15K,150000,3-5年,,
281,长沙,GIS工程师,大专,地理信息技术员,5a1f8f174d20ed2e1nR63N68E1pU,3-8K,66000,经验不限,,
282,长沙,GIS工程师,本科,GIS高级开发工程师,f9bff6e923759f7e1XN83Nm1FVVZ,11-20K·13薪,201500,5-10年,,
283,长沙,GIS工程师,本科,GIS开发,80ad761f06d0b3d21XN53924E1tY,10-15K·15薪,187500,3-5年,,
284,长沙,GIS工程师,本科,遥感方案工程师,f3ac5ddb1a2dade91XRy3N61GVNT,12-15K,162000,3-5年,,
285,长沙,GIS工程师,本科,卫星遥感工程师,dd78d9b294a9c97c1X183N6_FFJT,9-12K,126000,5-10年,,
286,长沙,GIS工程师,大专,高级gis开发工程师,b3e57b611afd75581Hd42N21GVdV,9-14K,138000,经验不限,,
287,长沙,GIS工程师,大专,GIS数据处理员,3f30d9e719671a991nF92t-8EltU,6-8K,84000,3-5年,,
288,长沙,GIS工程师,本科,GIS研发主管,22ccdfaf17e2c9991HZ72du6GFdW,15-20K,210000,3-5年,,
289,长沙,GIS工程师,大专,地图数据处理工程师,25c18b72ba870da01nV73t67E1RS,5-6K,66000,1-3年,,
290,长沙,GIS工程师,本科,GIS后端,bd1c2f9251f26ed31XRz2N26FFVX,15-20K·15薪,262500,5-10年,,
291,长沙,GIS工程师,大专,gis数据处理工程师,20c8e7392cea25881Xx63NW8FFJX,3-4K,42000,经验不限,,
292,长沙,GIS工程师,本科,gis工程师,9ecfb3b8c34c9afc1XF-0tm6E1pS,6-11K·13薪,110500,1-3年,,
293,长沙,GIS工程师,本科,遥感数据工程师,228233f022005e831HF53Ni1ElNX,10-12K,132000,3-5年,,
294,长沙,GIS工程师,本科,osg开发工程师,dedd0ad0b42ae0391Hdz2Ny_ElBS,15-20K,210000,5-10年,,
295,长沙,GIS工程师,本科,webgis开发工程师（双休五险一金）,5db9f02bca9fe8171HR63Nu7ElFU,11-15K·13薪,169000,5-10年,,
296,长沙,GIS工程师,大专,GIS开发工程师,677f338fb9a3498b1n1z292_FFNZ,11-20K,186000,1-3年,,
297,长沙,GIS工程师,本科,GIS开发工程师,da0e83ccced9836f1XR_3964FFNV,15-30K·13薪,292500,3-5年,,
298,长沙,GIS工程师,本科,gis开发,5038bbdbfeeb09341HN80t26FlBS,11-15K,156000,1-3年,,
299,长沙,GIS工程师,本科,GIS开发工程师,2fc2c33a7ba3035e1HN-09W6FFdR,8-13K,126000,1-3年,,
300,长沙,区块链工程师,大专,智能合约开发工程师,07ff2ab5bbce835c1XZ93Nq1FFVS,15-16K,186000,3-5年,,
301,长沙,区块链工程师,学历不限,区块链开发工程师,8f1a99655484726a1nZ-09m7FVZW,13-15K,168000,3-5年,,
302,长沙,区块链工程师,本科,区块链工程师,7aea62a58d1801e31HF93dm8E1pU,50-55元/时,105000,1-3年,,
303,长沙,区块链工程师,学历不限,区块链底层开发工程师（可远程）,7142ed9b741a311e1XB-3N-4FFBQ,20-40K·13薪,390000,5-10年,,
304,长沙,区块链工程师,本科,区块链专家,4523e55632bdc17c0nJ-2t64GVs~,12-18K,180000,经验不限,,
305,长沙,区块链工程师,本科,区块链工程师,47f8412584f9cd3a1HB8392_F1ZY,15-20K,210000,3-5年,,
306,长沙,区块链工程师,大专,区块链技术专家,8515334a4883f91d1XF92tu0GVtS,2000-3000元/月,30000,1-3年,,
307,长沙,区块链工程师,大专,区块链开发工程师,1df5b166e9aaf7921n163dS6E1pY,8-13K,126000,3-5年,,
308,长沙,区块链工程师,本科,区块链开发工程师,01334d08a5243d7a1nB50t24EFZQ,20-30K,300000,3-5年,,
309,长沙,区块链工程师,硕士,区块链研发工程师,20152459d23c09491Xd60tu9E1ZU,9-12K,126000,1-3年,,
310,长沙,区块链工程师,大专,solidity技术开发人员,7e452092a6321ee81HB_29y0F1FX,15-30K,270000,经验不限,,
311,长沙,区块链工程师,本科,区块链智能合约开发工程师,9d5d301de89878051Hd42Nu4FFRS,10-11K,126000,1-3年,,
312,长沙,区块链工程师,本科,区块链工程师,686b4f59af38d69a1XV73d-_FFpU,15-30K·15薪,337500,5-10年,,
313,长沙,区块链工程师,硕士,区块链开发工程师,419dda3efee58cc833N80t21E1o~,15-20K,210000,5-10年,,
314,长沙,区块链工程师,学历不限,区块链工程师,6c7da831c11e3cd11XR739q9F1BW,8-10K,108000,1-3年,,
315,长沙,区块链工程师,大专,区块链开发工程师,42ea957963f7ccaa1n152d64FVVV,20-40K·14薪,420000,1-3年,,
316,长沙,区块链工程师,本科,区块链开发工程师,e2c10f3ecb9ed4c21nxz29u_FVFX,6-10K,96000,3-5年,,
317,长沙,区块链工程师,大专,区块链开发工程师,fb89d52acd8b292203J43dS6F1A~,10-15K,150000,1-3年,,
318,长沙,区块链工程师,本科,区块链开发工程师,ed93237b8c2df6561Xx53N--F1JQ,12-18K,180000,经验不限,,
319,长沙,区块链工程师,本科,智能合约开发工程师,62fe74a70f2f1ec91Hd439W-ElpQ,10-11K,126000,1-3年,,
320,长沙,区块链工程师,本科,智能合约工程师,ade3ab2d863e9a271X1439y6EVpQ,10-15K,150000,经验不限,,
321,长沙,区块链工程师,硕士,区块链研发工程师,d41d49c60eff0ba01Xx63t68GFFY,11-22K,198000,经验不限,,
322,长沙,全栈工程师,大专,中级java工程师,1ab5ddf85721806b3nZ_3t-0ElU~,8-12K·13薪,130000,3-5年,,
323,长沙,全栈工程师,本科,全栈开发工程师,6d61fc2763f9a6c41XB-2Nq_F1NR,9-14K·13薪,149500,3-5年,,
324,长沙,全栈工程师,大专,高级全栈开发工程师,78dc780766266b5f1Hd_3dy_F1tW,10-15K,150000,5-10年,,
325,长沙,全栈工程师,本科,高级全栈工程师,85ec334eb29f55911HJ_3Nq6FFFY,25-35K·13薪,390000,5-10年,,
326,长沙,全栈工程师,大专,跨境电商建站专员,c582e464d42366451HR4096_FFBU,5-10K,90000,1-3年,,
327,长沙,全栈工程师,本科,WEB全栈开发工程师,088f66b30af6833533B50960EVM~,10-11K,126000,3-5年,,
328,长沙,全栈工程师,大专,初级全栈工程师,33884050f80867711HZ739q_F1NR,6-9K·13薪,97500,经验不限,,
329,长沙,全栈工程师,本科,全栈工程师,8a2da90f5a048d2f1HN70960FlFU,12-15K·15薪,202500,3-5年,,
330,长沙,全栈工程师,大专,全栈工程师,f3e0b16ae28bee871XF83N68ElpW,100-400元/天,62500,经验不限,,
331,长沙,全栈工程师,本科,腾讯医疗运营开发工程师（CSIG全资子公司）,7a6ae8e5935ce7001nF_3t65EldQ,12-20K,192000,3-5年,,
332,长沙,全栈工程师,本科,软件工程师【华为od】,cf5c5fd592d8f0031Xd63t21FVpU,15-30K·16薪,360000,经验不限,,
333,长沙,全栈工程师,本科,全栈工程师（双休五险一金）(J10322),828284df47b8ca091HN40t64ElBU,14-20K,204000,3-5年,,
334,长沙,全栈工程师,本科,全栈工程师,128b004ec014df4c1XZ73ti1F1JZ,10-15K,150000,经验不限,,
335,长沙,全栈工程师,本科,全栈工程师,d365b51b594db62c1Hd72d20FVdT,8-13K,126000,3-5年,,
336,长沙,全栈工程师,本科,开发工程师,7347495a736b99ea1HFy3d27GFNR,8-13K,126000,3-5年,,
337,长沙,全栈工程师,本科,高级全栈开发工程师,110d7bd76f3f274f1HZz2dm-EVBT,15-30K,270000,5-10年,,
338,长沙,全栈工程师,本科,高级软件工程师,37a22e249796be8c1XF70924FlVW,15-18K,198000,3-5年,,
339,长沙,全栈工程师,本科,服务器开发工程师,b95757a0c2e1d0721nZ429m-GVJY,15-30K·13薪,292500,3-5年,,
340,长沙,全栈工程师,本科,中级全栈工程师,3dd6b8861aa646b31HB52dm_GFZV,10-12K,132000,3-5年,,
341,长沙,全栈工程师,本科,中级全栈开发工程师,420c76d34bc8a7b81HN_3967FVtQ,10-15K,150000,5-10年,,
342,长沙,全栈工程师,硕士,资深全栈开发工程师,4ca2e934d07d6f321HN_2N-_GVRQ,15-20K·13薪,227500,3-5年,,
343,长沙,全栈工程师,本科,后端设计开发测试 【长沙】【德科OD】,a8d48f80bd4eccb21XB839m5F1BS,13-26K·14薪,273000,经验不限,,
344,长沙,全栈工程师,本科,高级程序员,b08a2855d04e51e41nN43N2-FVZS,15-30K,270000,5-10年,,
345,长沙,全栈工程师,本科,全栈开发工程师,d862182a9ad0bbc41Xx-3dW7GFtT,5-8K,78000,1-3年,,
346,长沙,全栈工程师,本科,全栈工程师,6d80ee0aa93028a73nF72d21E1o~,8-12K,120000,1-3年,,
347,长沙,全栈工程师,本科,全栈开发工程师,982d928432da08551XB-09i5GVpU,10-15K,150000,3-5年,,
348,长沙,全栈工程师,本科,JAVA开发工程师,acb8f0f2da8caedb1XV70961GFBW,5-9K·13薪,91000,1-3年,,
349,长沙,全栈工程师,学历不限,抖音弹幕游戏后端技术,e97c5fb6d7a24e891HJ42Nq6ElRQ,15-20K,210000,3-5年,,
350,长沙,全栈工程师,本科,后端开发工程师,8de497cac1d61aff0Hx70tu-FlI~,15-20K,210000,3-5年,,
351,长沙,全栈工程师,大专,全栈工程师,7dacd890bef25cf01HN40tm7FVVV,9-14K,138000,3-5年,,
352,长沙,其他后端开发,本科,SAP开发工程师,a8186383721b04b91XF43Nm0FFFQ,10-15K·13薪,162500,1-3年,,
353,长沙,其他后端开发,本科,高级软件工程师,ac64aaa8dcfbe6611Xd93Ny8F1JV,15-30K·14薪,315000,经验不限,,
354,长沙,其他后端开发,本科,WCS软件工程师,a15139ef2f2449821Xd609i6F1RT,12-20K·16薪,256000,经验不限,,
355,长沙,其他后端开发,本科,资深研发工程师,b1b399fb279c03bd1nB929m0E1tX,11-22K,198000,5-10年,,
356,长沙,其他后端开发,学历不限,Delphi,7bbce5b3c07126311XJz2NW9EVNU,6-11K,102000,3-5年,,
357,长沙,其他后端开发,硕士,软件工程师 - 系统研发 - I/O子系统优化,9c3d52af759e585e1XFz39u5E1FT,18-35K·13薪,344500,经验不限,,
358,长沙,其他后端开发,本科,服务端开发工程师 JAVA/C++/Golang,8d5602dc81d3fa2f1nV729S5FFJT,15-30K·14薪,315000,3-5年,,
359,长沙,其他后端开发,本科,五险+晋升+嵌入式软件工程师,89660fa2a07715b21XB_3du9E1BW,10-15K,150000,1-3年,,
360,长沙,其他后端开发,本科,软件开发工程师,a385c9ce193201131XF80t-_FVJY,8-12K,120000,经验不限,,
361,长沙,其他后端开发,本科,软件开发工程师,4723a27cb90e4e073n1839W_E1A~,8-13K·13薪,136500,3-5年,,
362,长沙,其他后端开发,本科,【Java/GO高级开发工程师】【华为od岗位】,ac56b462c1b5ba9a1XB52967EFNX,18-35K·16薪,424000,3-5年,,
363,长沙,其他后端开发,本科,数字后端工程师,33188bd3b90e64481Xx42N24GFZQ,20-40K·14薪,420000,3-5年,,
364,长沙,其他后端开发,本科,华为与外企德科"精英研发项目”研发人员,8b90cc3a9555e4fb1XBy3t6_FlFT,15-30K,270000,经验不限,,
365,长沙,其他后端开发,大专,net高级工程师,386c0c1d79f5b9221Xd53dW9EFRS,9-12K,126000,3-5年,,
366,长沙,其他后端开发,本科,C/C++开发高级工程师,84a3098573cd4a3d1Xd43d20GFRV,12-24K·13薪,234000,3-5年,,
